hb_ratio_mol,hv_ratio_mol,mw_phbv,mn_phbv,pdi,additive1_type,additive1_percentage_wt,additive2_type,additive2_percentage_wt,tg1,tc1,tm1,tm2,td5,dhm1,crystallinity,tm_mean,tm_max,tc_mean,tc_max
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,115.3,167.2,171.6,,74.3,56.5,169.39999999999998,171.6,115.3,115.3
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,112.5,161.9,168.8,,66.4,50.5,165.35000000000002,168.8,112.5,112.5
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,112.0,162.3,168.7,,71.0,54.0,165.5,168.7,112.0,112.0
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,108.0,157.9,165.0,,64.1,48.9,161.45,165.0,108.0,108.0
100.0,0.0,1700000.0,890000.0,1.91,no_additive,0.0,no_additive,0.0,-4.5,96.0,170.3,,,39.8,27.3,170.3,170.3,96.0,96.0
100.0,0.0,1200000.0,580000.0,2.07,no_additive,0.0,no_additive,0.0,-0.8,98.5,172.3,,,40.9,28.0,172.3,172.3,98.5,98.5
100.0,0.0,1600000.0,750000.0,2.13,no_additive,0.0,no_additive,0.0,3.0,97.7,171.3,,,68.7,47.0,171.3,171.3,97.7,97.7
100.0,0.0,2500000.0,1180000.0,2.12,no_additive,0.0,no_additive,0.0,2.0,91.5,174.0,,,63.9,43.8,174.0,174.0,91.5,91.5
100.0,0.0,1300000.0,720000.0,1.81,no_additive,0.0,no_additive,0.0,-3.8,97.6,169.2,,,37.3,25.5,169.2,169.2,97.6,97.6
100.0,0.0,1000000.0,560000.0,1.79,no_additive,0.0,no_additive,0.0,-3.4,94.1,170.0,,,40.1,27.5,170.0,170.0,94.1,94.1
100.0,0.0,1800000.0,940000.0,1.91,no_additive,0.0,no_additive,0.0,3.4,91.2,172.0,,,67.6,46.3,172.0,172.0,91.2,91.2
100.0,0.0,2000000.0,1090000.0,1.83,no_additive,0.0,no_additive,0.0,2.0,89.2,172.5,,,64.2,44.0,172.5,172.5,89.2,89.2
100.0,0.0,1400000.0,650000.0,2.15,no_additive,0.0,no_additive,0.0,-0.9,89.3,170.0,,,37.2,25.5,170.0,170.0,89.3,89.3
100.0,0.0,2200000.0,880000.0,2.5,no_additive,0.0,no_additive,0.0,-2.3,90.1,172.2,,,48.5,33.2,172.2,172.2,90.1,90.1
100.0,0.0,2200000.0,970000.0,2.27,no_additive,0.0,no_additive,0.0,2.2,87.7,171.9,,,44.6,30.5,171.9,171.9,87.7,87.7
100.0,0.0,2400000.0,990000.0,2.42,no_additive,0.0,no_additive,0.0,2.1,90.0,172.7,,,57.6,39.5,172.7,172.7,90.0,90.0
100.0,0.0,1900000.0,970000.0,1.96,no_additive,0.0,no_additive,0.0,-0.2,89.5,171.7,,,37.8,25.9,171.7,171.7,89.5,89.5
100.0,0.0,2500000.0,1400000.0,1.79,no_additive,0.0,no_additive,0.0,1.9,90.2,173.6,,,54.0,37.0,173.6,173.6,90.2,90.2
100.0,0.0,2700000.0,1600000.0,1.69,no_additive,0.0,no_additive,0.0,3.7,91.7,174.1,,,59.7,40.9,174.1,174.1,91.7,91.7
100.0,0.0,2800000.0,1700000.0,1.65,no_additive,0.0,no_additive,0.0,4.1,91.4,175.2,,,60.3,41.3,175.2,175.2,91.4,91.4
22.9,77.1,286000.0,114400.0,2.5,no_additive,0.0,no_additive,0.0,-3.7,104.2,150.8,162.3,,20.1,,156.55,162.3,104.2,104.2
22.9,77.1,286000.0,114400.0,2.5,reinforcment_and_stiffening_modifiers,1.0,no_additive,0.0,-2.6,100.8,149.4,161.7,,18.3,,155.55,161.7,100.8,100.8
22.9,77.1,286000.0,114400.0,2.5,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,-2.2,96.0,148.2,161.4,,15.6,,154.8,161.4,96.0,96.0
22.9,77.1,286000.0,114400.0,2.5,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,-1.5,107.2,151.1,161.9,,20.5,,156.5,161.9,107.2,107.2
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,,117.2,169.6,,259.0,93.9,64.3,169.6,169.6,117.2,117.2
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,,118.2,168.3,,251.0,86.3,65.0,168.3,168.3,118.2,118.2
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,,117.7,169.7,,259.0,86.3,65.0,169.7,169.7,117.7,117.7
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,,115.9,168.5,,255.0,85.0,64.1,168.5,168.5,115.9,115.9
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,,116.8,169.9,,259.0,86.3,65.0,169.9,169.9,116.8,116.8
100.0,0.0,890000.0,462000.0,1.9264069264069263,no_additive,0.0,no_additive,0.0,3.9,47.4,175.0,,,87.4,,175.0,175.0,47.4,47.4
100.0,0.0,890000.0,462000.0,1.9264069264069263,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,-8.3,40.0,143.9,,,73.2,,143.9,143.9,40.0,40.0
100.0,0.0,890000.0,462000.0,1.9264069264069263,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,2.6,44.7,174.4,,,87.6,,174.4,174.4,44.7,44.7
100.0,0.0,890000.0,462000.0,1.9264069264069263,reinforcment_and_stiffening_modifiers,15.0,no_additive,0.0,4.8,44.4,173.3,,,84.3,,173.3,173.3,44.4,44.4
100.0,0.0,890000.0,462000.0,1.9264069264069263,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,3.8,42.9,171.4,,,87.8,,171.4,171.4,42.9,42.9
100.0,0.0,543011.0,258576.0,2.1,no_additive,0.0,no_additive,0.0,4.14,,178.48,,,,,178.48,178.48,,
77.19,22.81,451633.0,209089.0,2.16,no_additive,0.0,no_additive,0.0,-2.37,,127.32,,,,,127.32,127.32,,
57.24,42.76,341620.0,168285.0,2.03,no_additive,0.0,no_additive,0.0,-5.6,,91.94,,,,,91.94,91.94,,
26.61,73.49,979101.0,443304.0,2.21,no_additive,0.0,no_additive,0.0,-12.12,,90.58,,,,,90.58,90.58,,
8.83,91.17,886485.0,464128.0,1.91,no_additive,0.0,no_additive,0.0,-14.83,,95.59,,,,,95.59,95.59,,
86.0,14.0,337028.0,171080.20304568528,1.97,no_additive,0.0,no_additive,0.0,,,145.5,,,,,145.5,145.5,,
86.0,14.0,337028.0,171080.20304568528,1.97,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,,140.4,,,,,140.4,140.4,,
86.0,14.0,337028.0,171080.20304568528,1.97,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,,141.0,,,,,141.0,141.0,,
86.0,14.0,337028.0,171080.20304568528,1.97,plasticizers_and_flexibility_enhancers,15.0,no_additive,0.0,,,140.0,,,,,140.0,140.0,,
86.0,14.0,337028.0,171080.20304568528,1.97,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,,,137.3,,,,,137.3,137.3,,
86.0,14.0,337028.0,171080.20304568528,1.97,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,,140.0,,,,,140.0,140.0,,
86.0,14.0,337028.0,171080.20304568528,1.97,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,,140.0,,,,,140.0,140.0,,
92.0,8.0,,,,no_additive,0.0,no_additive,0.0,,126.63,175.89,,,74.6,51.1,175.89,175.89,126.63,126.63
92.0,8.0,,,,reinforcment_and_stiffening_modifiers,0.1,no_additive,0.0,,124.6,175.18,,,78.8,54.0,175.18,175.18,124.6,124.6
92.0,8.0,,,,reinforcment_and_stiffening_modifiers,0.5,no_additive,0.0,,125.72,172.98,,,87.5,60.2,172.98,172.98,125.72,125.72
92.0,8.0,,,,reinforcment_and_stiffening_modifiers,1.0,no_additive,0.0,,125.88,176.51,,,82.6,57.1,176.51,176.51,125.88,125.88
92.0,8.0,,,,reinforcment_and_stiffening_modifiers,3.0,no_additive,0.0,,125.92,176.99,,,81.5,57.5,176.99,176.99,125.92,125.92
92.0,8.0,,,,reinforcment_and_stiffening_modifiers,0.1,no_additive,0.0,,125.41,175.29,,,87.0,59.7,175.29,175.29,125.41,125.41
92.0,8.0,,,,reinforcment_and_stiffening_modifiers,0.5,no_additive,0.0,,124.93,174.13,,,82.9,57.1,174.13,174.13,124.93,124.93
92.0,8.0,,,,reinforcment_and_stiffening_modifiers,1.0,no_additive,0.0,,126.69,179.47,,,79.4,54.9,179.47,179.47,126.69,126.69
92.0,8.0,,,,reinforcment_and_stiffening_modifiers,3.0,no_additive,0.0,,125.68,176.29,,,69.3,48.9,176.29,176.29,125.68,125.68
90.9,9.1,1560000.0,1110000.0,1.41,no_additive,0.0,no_additive,0.0,2.25,,151.2,,,,47.81,151.2,151.2,,
69.9,30.1,1730000.0,1210000.0,1.43,no_additive,0.0,no_additive,0.0,-3.11,,140.4,,,,9.64,140.4,140.4,,
46.7,53.3,980000.0,710000.0,1.37,no_additive,0.0,no_additive,0.0,-10.1,,,,,,,,,,
66.7,33.3,2000000.0,1230000.0,1.63,no_additive,0.0,no_additive,0.0,-8.91,,141.3,,,,24.91,141.3,141.3,,
53.2,46.8,1470000.0,1120000.0,1.32,no_additive,0.0,no_additive,0.0,-7.34,,143.6,,,,13.79,143.6,143.6,,
98.0,2.0,,,,no_additive,0.0,no_additive,0.0,,,163.7,169.7,,94.42,71.53,166.7,169.7,,
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,6.0,no_additive,0.0,,,160.0,166.2,,91.29,69.16,163.1,166.2,,
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,6.0,no_additive,0.0,,,156.6,162.2,,83.8,63.5,159.39999999999998,162.2,,
97.0,3.0,280000.0,,,no_additive,0.0,no_additive,0.0,,,173.0,,,,59.0,173.0,173.0,,
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,,171.0,,,,66.0,171.0,171.0,,
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,,171.0,,,,63.0,171.0,171.0,,
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,15.0,no_additive,0.0,,,171.0,,,,64.0,171.0,171.0,,
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,17.0,no_additive,0.0,,,171.0,,,,66.0,171.0,171.0,,
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,,170.0,,,,57.0,170.0,170.0,,
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,,169.0,,,,59.0,169.0,169.0,,
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,13.0,no_additive,0.0,,,170.0,,,,56.0,170.0,170.0,,
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,,170.0,,,,59.0,170.0,170.0,,
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,,167.0,,,,58.0,167.0,167.0,,
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,15.0,no_additive,0.0,,,165.0,,,,54.0,165.0,165.0,,
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,,,164.0,,,,49.0,164.0,164.0,,
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,,170.0,,,,56.0,170.0,170.0,,
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,,173.0,,,,57.0,173.0,173.0,,
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,13.0,no_additive,0.0,,,171.0,,,,55.0,171.0,171.0,,
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,,170.0,,,,67.0,170.0,170.0,,
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,,169.0,,,,62.0,169.0,169.0,,
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,13.0,no_additive,0.0,,,169.0,,,,62.0,169.0,169.0,,
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,,170.0,,,,58.0,170.0,170.0,,
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,,169.0,,,,62.0,169.0,169.0,,
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,15.0,no_additive,0.0,,,169.0,,,,61.0,169.0,169.0,,
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,,,170.0,,,,63.0,170.0,170.0,,
98.91,1.09,267000.0,,,no_additive,0.0,no_additive,0.0,,,170.7,,277.3,89.4,61.0,170.7,170.7,,
98.91,1.09,267000.0,,,reinforcment_and_stiffening_modifiers,1.0,no_additive,0.0,,,171.5,173.5,260.7,92.6,63.8,172.5,173.5,,
98.91,1.09,267000.0,,,reinforcment_and_stiffening_modifiers,3.0,no_additive,0.0,,,164.1,171.4,242.6,91.3,64.2,167.75,171.4,,
98.91,1.09,267000.0,,,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,,,154.2,165.7,235.4,89.9,64.6,159.95,165.7,,
98.91,1.09,267000.0,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,,,144.4,158.4,227.1,85.6,64.9,151.4,158.4,,
88.0,12.0,,,,no_additive,0.0,no_additive,0.0,,,145.0,157.0,,47.0,,151.0,157.0,,
88.0,12.0,,,,reinforcment_and_stiffening_modifiers,1.0,no_additive,0.0,,,139.0,154.0,,28.0,,146.5,154.0,,
88.0,12.0,,,,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,,,137.0,153.0,,23.0,,145.0,153.0,,
88.0,12.0,,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,,,140.0,155.0,,37.0,,147.5,155.0,,
82.13,17.87,,,,no_additive,0.0,no_additive,0.0,4.98,78.07,155.4,166.64,217.15,85.59,59.0,161.01999999999998,166.64,78.07,78.07
77.45,22.55,,,,no_additive,0.0,no_additive,0.0,4.95,83.93,149.89,160.77,222.52,83.93,57.0,155.32999999999998,160.77,83.93,83.93
43.35,56.65,,,,no_additive,0.0,no_additive,0.0,4.85,60.55,138.22,146.94,263.04,60.55,41.0,142.57999999999998,146.94,60.55,60.55
100.0,0.0,350000.0,,,no_additive,0.0,no_additive,0.0,,48.2,140.3,151.8,,86.1,59.0,146.05,151.8,48.2,48.2
100.0,0.0,350000.0,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,,57.6,138.5,150.0,,73.7,56.1,144.25,150.0,57.6,57.6
100.0,0.0,350000.0,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,,51.7,142.8,152.9,,83.9,63.8,147.85000000000002,152.9,51.7,51.7
100.0,0.0,350000.0,,,reinforcment_and_stiffening_modifiers,10.0,reinforcment_and_stiffening_modifiers,10.0,,55.2,141.2,152.0,,74.9,64.1,146.6,152.0,55.2,55.2
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,,,169.8,,245.7,85.62,,169.8,169.8,,
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,,170.1,,255.6,79.02,56.97,170.1,170.1,,
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,4.95,reinforcment_and_stiffening_modifiers,1.0,,,,,258.8,,,,,,
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,4.9,reinforcment_and_stiffening_modifiers,2.0,,,,,260.9,,,,,,
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,4.75,reinforcment_and_stiffening_modifiers,5.0,,,170.7,,265.8,74.85,56.8,170.7,170.7,,
100.0,0.0,1416000.0,202285.7142857143,7.0,no_additive,0.0,no_additive,0.0,,101.0,171.0,177.0,254.0,,64.0,174.0,177.0,101.0,101.0
100.0,0.0,1416000.0,202285.7142857143,7.0,plasticizers_and_flexibility_enhancers,4.94,reinforcment_and_stiffening_modifiers,0.06,,97.0,171.0,177.0,261.0,,58.0,174.0,177.0,97.0,97.0
100.0,0.0,1416000.0,202285.7142857143,7.0,plasticizers_and_flexibility_enhancers,9.94,reinforcment_and_stiffening_modifiers,0.06,,91.0,173.0,178.0,261.0,,55.0,175.5,178.0,91.0,91.0
100.0,0.0,1416000.0,202285.7142857143,7.0,plasticizers_and_flexibility_enhancers,14.94,reinforcment_and_stiffening_modifiers,0.06,,96.0,172.0,178.0,264.0,,53.0,175.0,178.0,96.0,96.0
100.0,0.0,1416000.0,202285.7142857143,7.0,plasticizers_and_flexibility_enhancers,19.94,reinforcment_and_stiffening_modifiers,0.06,,87.0,172.0,177.0,273.0,,53.0,174.5,177.0,87.0,87.0
100.0,0.0,1416000.0,202285.7142857143,7.0,plasticizers_and_flexibility_enhancers,29.94,reinforcment_and_stiffening_modifiers,0.06,,78.0,169.0,177.0,277.0,,45.0,173.0,177.0,78.0,78.0
100.0,0.0,1416000.0,202285.7142857143,7.0,plasticizers_and_flexibility_enhancers,29.8,reinforcment_and_stiffening_modifiers,0.2,,,,,,,,,,,
100.0,0.0,1416000.0,202285.7142857143,7.0,plasticizers_and_flexibility_enhancers,29.5,reinforcment_and_stiffening_modifiers,0.5,,,,,,,,,,,
88.0,12.0,474000.0,193000.0,2.5,no_additive,0.0,no_additive,0.0,-1.3,,157.0,169.0,,58.3,53.4,163.0,169.0,,
88.0,12.0,474000.0,193000.0,2.5,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,-12.7,,121.7,143.5,,51.1,46.9,132.6,143.5,,
88.0,12.0,474000.0,193000.0,2.5,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,-13.6,,124.2,146.0,,51.1,46.9,135.1,146.0,,
88.0,12.0,474000.0,193000.0,2.5,plasticizers_and_flexibility_enhancers,15.0,no_additive,0.0,-10.9,,130.7,151.0,,45.8,42.1,140.85,151.0,,
88.0,12.0,474000.0,193000.0,2.5,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,-12.9,,121.9,144.4,,40.9,37.6,133.15,144.4,,
88.0,12.0,474000.0,193000.0,2.5,plasticizers_and_flexibility_enhancers,30.0,no_additive,0.0,-10.7,,123.7,145.4,,40.0,36.7,134.55,145.4,,
88.0,12.0,474000.0,193000.0,2.5,plasticizers_and_flexibility_enhancers,40.0,no_additive,0.0,-15.4,,125.8,134.9,,29.0,26.6,130.35,134.9,,
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,,,,,,,,,,,
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,,,,,,,,,,
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,,,,,,,,,,,
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,35.0,no_additive,0.0,,,,,,,,,,,
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,50.0,no_additive,0.0,,,,,,,,,,,
100.0,0.0,500000.0,250000.0,2.0,no_additive,0.0,no_additive,0.0,,,176.0,,272.0,,,176.0,176.0,,
100.0,0.0,500000.0,250000.0,2.0,plasticizers_and_flexibility_enhancers,52.0,no_additive,0.0,-48.0,,52.0,174.0,285.0,,,113.0,174.0,,
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,3.1,41.2,171.8,,,,,171.8,171.8,41.2,41.2
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,42.0,no_additive,0.0,-27.3,58.6,173.8,,,,,173.8,173.8,58.6,58.6
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,3.1,41.2,171.8,,,,,171.8,171.8,41.2,41.2
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,15.8,plasticizers_and_flexibility_enhancers,12.7,-20.0,,166.5,,,,,166.5,166.5,,
100.0,0.0,890000.0,462000.0,1.92,no_additive,0.0,no_additive,0.0,5.9,,171.3,,272.4,99.5,68.0,171.3,171.3,,
100.0,0.0,477000.0,399200.0,1.19,no_additive,0.0,no_additive,0.0,3.9,,175.6,,236.7,96.0,65.0,175.6,175.6,,
100.0,0.0,350000.0,159100.0,2.2,no_additive,0.0,no_additive,0.0,-11.0,37.7,138.2,,200.3,50.1,30.0,138.2,138.2,37.7,37.7
100.0,0.0,477000.0,399200.0,1.19,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,-9.3,,169.0,,222.3,75.4,51.6,169.0,169.0,,
100.0,0.0,477000.0,399200.0,1.19,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,-6.4,,170.0,,217.1,80.2,55.0,170.0,170.0,,
100.0,0.0,477000.0,399200.0,1.19,plasticizers_and_flexibility_enhancers,2.5,plasticizers_and_flexibility_enhancers,2.5,-4.2,,172.0,,220.3,61.5,42.1,172.0,172.0,,
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,10.0,,170.3,,,73.9,,170.3,170.3,,
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,50.0,no_additive,0.0,11.9,,159.5,,,47.9,,159.5,159.5,,
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,16.3,,166.4,,,41.3,,166.4,166.4,,
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,107.0,152.1,163.8,257.1,,46.0,157.95,163.8,107.0,107.0
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,,107.9,154.2,163.0,243.8,,50.9,158.6,163.0,107.9,107.9
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,,108.3,155.9,163.4,224.4,,48.7,159.65,163.4,108.3,108.3
3.0,97.0,300000.0,,,no_additive,0.0,no_additive,0.0,,,,,,,,,,,
3.0,97.0,300000.0,,,plasticizers_and_flexibility_enhancers,0.1,no_additive,0.0,,,,,,,,,,,
3.0,97.0,300000.0,,,plasticizers_and_flexibility_enhancers,0.2,no_additive,0.0,,,,,,,,,,,
3.0,97.0,300000.0,,,plasticizers_and_flexibility_enhancers,0.3,no_additive,0.0,,,,,,,,,,,
3.0,97.0,300000.0,,,plasticizers_and_flexibility_enhancers,0.4,no_additive,0.0,,,,,,,,,,,
3.0,97.0,300000.0,,,plasticizers_and_flexibility_enhancers,0.5,no_additive,0.0,,,,,,,,,,,
3.0,97.0,300000.0,,,plasticizers_and_flexibility_enhancers,0.6,no_additive,0.0,,,,,,,,,,,
3.0,97.0,300000.0,,,plasticizers_and_flexibility_enhancers,0.7,no_additive,0.0,,,,,,,,,,,
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,,74.4,166.6,173.8,242.6,,,170.2,173.8,74.4,74.4
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,0.5,no_additive,0.0,,84.7,166.6,172.8,269.0,,,169.7,172.8,84.7,84.7
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,1.0,no_additive,0.0,,85.05,167.5,173.2,269.0,,,170.35,173.2,85.05,85.05
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,1.5,no_additive,0.0,,88.0,167.9,174.8,269.0,,,171.35000000000002,174.8,88.0,88.0
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,2.0,no_additive,0.0,,89.4,167.5,173.5,269.0,,,170.5,173.5,89.4,89.4
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,,116.9,164.2,,195.6,81.1,55.5,164.2,164.2,116.9,116.9
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,2.0,no_additive,0.0,,115.5,163.0,,195.7,78.4,54.8,163.0,163.0,115.5,115.5
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,2.0,no_additive,0.0,,118.2,163.3,,200.9,81.5,57.0,163.3,163.3,118.2,118.2
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,2.0,no_additive,0.0,,118.2,163.6,,206.8,81.5,57.0,163.6,163.6,118.2,118.2
100.0,0.0,548277.0,,,no_additive,0.0,no_additive,0.0,,54.5,168.7,,,80.0,54.8,168.7,168.7,54.5,54.5
100.0,0.0,548277.0,,,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,,76.0,168.7,,,74.3,53.6,168.7,168.7,76.0,76.0
100.0,0.0,,40000.0,,no_additive,0.0,no_additive,0.0,,92.6,167.1,175.7,,97.5,66.8,171.39999999999998,175.7,92.6,92.6
100.0,0.0,,40000.0,,reinforcment_and_stiffening_modifiers,1.0,no_additive,0.0,,80.7,167.8,175.9,,84.5,58.5,171.85000000000002,175.9,80.7,80.7
100.0,0.0,,40000.0,,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,,71.1,163.6,173.1,,87.5,63.1,168.35,173.1,71.1,71.1
100.0,0.0,,40000.0,,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,,69.5,167.5,175.4,,72.1,61.7,171.45,175.4,69.5,69.5
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,,90.3,169.6,175.6,287.0,96.09,,172.6,175.6,90.3,90.3
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,2.0,no_additive,0.0,,92.5,170.0,175.7,290.0,82.42,,172.85,175.7,92.5,92.5
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,2.0,no_additive,0.0,,72.9,168.2,176.0,282.0,88.28,,172.1,176.0,72.9,72.9
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,2.0,no_additive,0.0,,80.5,168.0,168.0,282.0,92.73,,168.0,168.0,80.5,80.5
100.0,0.0,,,,no_additive,0.0,plasticizers_and_flexibility_enhancers,10.0,,112.2,163.8,170.5,191.9,57.7,57.9,167.15,170.5,112.2,112.2
100.0,0.0,,,,no_additive,0.0,plasticizers_and_flexibility_enhancers,10.0,,111.8,163.0,170.7,202.4,53.2,57.5,166.85,170.7,111.8,111.8
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,0.5,plasticizers_and_flexibility_enhancers,10.0,,114.8,164.2,169.0,,63.1,57.4,166.6,169.0,114.8,114.8
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,0.5,plasticizers_and_flexibility_enhancers,10.0,,116.5,163.8,170.4,,55.3,57.1,167.10000000000002,170.4,116.5,116.5
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,1.0,plasticizers_and_flexibility_enhancers,10.0,,114.1,163.6,170.5,195.3,61.3,58.3,167.05,170.5,114.1,114.1
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,1.0,plasticizers_and_flexibility_enhancers,10.0,,115.2,162.9,170.8,196.7,50.5,57.0,166.85000000000002,170.8,115.2,115.2
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,2.0,plasticizers_and_flexibility_enhancers,10.0,,114.6,163.6,170.5,192.4,56.5,58.0,167.05,170.5,114.6,114.6
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,2.0,plasticizers_and_flexibility_enhancers,10.0,,115.1,162.8,170.6,203.0,50.7,56.2,166.7,170.6,115.1,115.1
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,5.0,plasticizers_and_flexibility_enhancers,10.0,,114.1,164.4,169.0,192.8,60.3,57.0,166.7,169.0,114.1,114.1
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,5.0,plasticizers_and_flexibility_enhancers,10.0,,114.0,163.0,170.8,194.4,49.7,57.3,166.9,170.8,114.0,114.0
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,2.0,plasticizers_and_flexibility_enhancers,10.0,,113.7,162.7,170.6,183.5,51.7,59.4,166.64999999999998,170.6,113.7,113.7
