scl_pha_ratio_mol,3hb_ratio_mol,3hv_ratio_mol,mcl_pha_ratio_mol,3hhx_ratio_mol,3hhp_ratio_mol,3ho_ratio_mol,3hn_ratio_mol,3hd_ratio_mol,3hud_ratio_mol,3hdd_ratio_mol,3htrid_ratio_mol,3httd_ratio_mol,unsaturated_monomer_ratio_mol,mw,mn,pdi,additive1_type,additive1_percentage_wt,additive2_type,additive2_percentage_wt,final_formulation_pha_percentage_wt,tg1,tm1,crystallinity_percentage,tm_mean,tm_max
0.0,0.0,0.0,100.0,3.0,0.0,22.9,0.0,33.2,0.0,40.9,0.0,0.0,0.0,157000.0,108000.0,1.45,no_additive,0.0,no_additive,0.0,100.0,-43.0,65.0,,65.0,65.0
0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193600.00000000003,88000.0,2.2,no_additive,0.0,no_additive,0.0,100.0,-28.0,59.0,,59.0,59.0
0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178200.0,99000.0,1.8,no_additive,0.0,no_additive,0.0,100.0,-38.0,45.0,,45.0,45.0
0.0,0.0,0.0,100.0,0.9,0.0,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160800.0,67000.0,2.4,no_additive,0.0,no_additive,0.0,100.0,-47.0,48.0,,48.0,48.0
0.0,0.0,0.0,100.0,0.0,0.6,0.0,99.4,0.0,0.0,0.0,0.0,0.0,0.0,134000.0,67000.0,2.0,no_additive,0.0,no_additive,0.0,100.0,-50.0,49.0,,49.0,49.0
0.0,0.0,0.0,100.0,0.0,0.0,0.4,0.0,99.6,0.0,0.0,0.0,0.0,0.0,138000.0,69000.0,2.0,no_additive,0.0,no_additive,0.0,100.0,-53.0,29.0,,47.5,66.0
0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.2,0.0,97.8,0.0,0.0,0.0,0.0,95200.0,56000.0,1.7,no_additive,0.0,no_additive,0.0,100.0,,26.0,,46.0,66.0
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.2,0.0,95.8,0.0,0.0,0.0,91800.0,51000.0,1.8,no_additive,0.0,no_additive,0.0,100.0,,39.0,,54.0,69.0
0.0,0.0,0.0,100.0,0.0,0.0,0.4,0.0,99.6,0.0,0.0,0.0,0.0,0.0,48000.0,21818.181818181816,2.2,no_additive,0.0,no_additive,0.0,100.0,-46.0,70.0,,70.0,70.0
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.2,0.0,98.8,0.0,0.0,0.0,71000.0,39444.444444444445,1.8,no_additive,0.0,no_additive,0.0,100.0,,82.0,,82.0,82.0
0.0,0.0,0.0,99.99999999999999,0.0,0.0,7.9,0.0,7.2,0.0,74.1,0.0,10.8,0.0,48000.0,28235.29411764706,1.7,no_additive,0.0,no_additive,0.0,100.0,,76.0,,76.0,76.0
0.0,0.0,0.0,100.0,0.0,0.0,1.1,0.0,2.9,0.0,84.9,0.0,11.1,0.0,53000.0,31176.470588235294,1.7,no_additive,0.0,no_additive,0.0,100.0,,77.0,,77.0,77.0
0.0,0.0,0.0,101.0,14.0,0.0,43.0,0.0,32.0,0.0,12.0,0.0,0.0,0.0,30000.0,20000.0,1.5,no_additive,0.0,no_additive,0.0,100.0,-14.2,25.2,1.0,25.2,25.2
0.0,0.0,0.0,100.0,11.0,0.0,43.0,0.0,33.0,0.0,12.0,0.0,0.0,0.0,40000.0,30000.0,1.3,no_additive,0.0,no_additive,0.0,100.0,-28.9,43.3,7.0,43.3,43.3
0.0,0.0,0.0,100.0,19.0,0.0,44.0,0.0,28.0,0.0,9.0,0.0,0.0,0.0,30000.0,20000.0,1.5,no_additive,0.0,no_additive,0.0,100.0,-15.8,35.6,6.0,35.6,35.6
48.0,46.0,2.0,52.0,4.0,0.0,22.0,1.0,20.0,0.0,4.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,3.0,152.0,12.0,152.0,152.0
0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,,52.0,51.6,52.0,52.0
0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,biofunctional_and_enviromental_additives,0.2,no_additive,0.0,99.8,,50.8,49.3,50.8,50.8
0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,biofunctional_and_enviromental_additives,0.5,no_additive,0.0,99.5,,51.1,47.3,51.1,51.1
0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,biofunctional_and_enviromental_additives,1.0,no_additive,0.0,99.0,,50.4,45.1,50.4,50.4
0.0,0.0,0.0,100.00999999999999,0.68,0.0,7.76,0.0,49.18,0.0,4.89,0.0,37.5,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,-13.7,44.15,5.6,44.15,44.15
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15038.0,3298.0,4.56,no_additive,0.0,no_additive,0.0,100.0,-38.38,64.67,,64.67,64.67
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13265.0,4965.0,2.67,no_additive,0.0,no_additive,0.0,100.0,-34.08,62.73,,62.73,62.73
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13799.0,5480.0,2.52,no_additive,0.0,no_additive,0.0,100.0,-40.9,64.83,,64.83,64.83
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19982.0,7675.0,2.6,no_additive,0.0,no_additive,0.0,100.0,-36.69,63.94,,63.94,63.94
0.0,0.0,0.0,100.0,3.0,0.0,34.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,79000.0,34347.82608695653,2.3,no_additive,0.0,no_additive,0.0,100.0,-46.2,52.3,17.3,52.3,52.3
0.0,0.0,0.0,100.0,0.7,0.0,24.3,0.0,75.0,0.0,0.0,0.0,0.0,0.0,224000.0,124444.44444444444,1.8,no_additive,0.0,no_additive,0.0,100.0,-46.2,49.6,16.0,51.05,52.5
0.0,0.0,0.0,100.0,0.9,0.0,28.0,0.0,71.1,0.0,0.0,0.0,0.0,0.0,97000.0,64666.666666666664,1.5,no_additive,0.0,no_additive,0.0,100.0,-47.0,48.7,15.6,50.6,52.5
0.0,0.0,0.0,100.0,2.5,0.0,30.5,0.0,67.0,0.0,0.0,0.0,0.0,0.0,62000.0,38750.0,1.6,no_additive,0.0,no_additive,0.0,100.0,-47.7,48.9,14.0,48.9,48.9
0.0,0.0,0.0,100.0,1.0,0.0,32.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,39000.0,24375.0,1.6,no_additive,0.0,no_additive,0.0,100.0,-44.6,46.7,15.3,46.7,46.7
0.0,0.0,0.0,100.0,0.0,0.0,9.4,0.0,47.8,0.0,15.3,0.0,1.0,26.2,38800.0,24250.0,1.6,no_additive,0.0,no_additive,0.0,100.0,-60.5,,,,
0.0,0.0,0.0,100.0,0.0,0.6,27.8,1.1,33.2,0.0,14.8,0.0,1.0,18.5,37100.0,23187.5,1.6,no_additive,0.0,no_additive,0.0,100.0,-56.3,,,,
,,,,,,,,,,,,,,,,,no_additive,0.0,no_additive,0.0,,,,,,
0.0,0.0,0.0,100.10000000000001,0.7,0.0,10.0,0.0,78.2,0.0,10.5,0.0,0.7,0.0,71100.0,42500.0,1.67,no_additive,0.0,no_additive,0.0,100.0,-48.0,49.0,13.0,49.0,49.0
0.0,0.0,0.0,100.0,9.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,-37.4,,9.8,,
0.0,0.0,0.0,100.0,9.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,biofunctional_and_enviromental_additives,1.0,no_additive,0.0,99.0,-37.5,,11.1,,
0.0,0.0,0.0,100.0,9.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,biofunctional_and_enviromental_additives,2.0,no_additive,0.0,98.0,-37.2,,10.2,,
0.0,0.0,0.0,100.0,9.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,biofunctional_and_enviromental_additives,4.0,no_additive,0.0,96.0,-36.3,,10.4,,
0.0,0.0,0.0,100.0,9.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,biofunctional_and_enviromental_additives,1.0,no_additive,0.0,99.0,-37.5,,14.6,,
0.0,0.0,0.0,100.0,9.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,biofunctional_and_enviromental_additives,2.0,no_additive,0.0,98.0,-36.9,,12.8,,
0.0,0.0,0.0,100.0,9.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,biofunctional_and_enviromental_additives,4.0,no_additive,0.0,96.0,-37.5,,12.9,,
0.0,0.0,0.0,100.0,9.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,biofunctional_and_enviromental_additives,1.0,no_additive,0.0,99.0,-47.1,,11.1,,
0.0,0.0,0.0,100.0,9.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,biofunctional_and_enviromental_additives,2.0,no_additive,0.0,98.0,-50.9,,11.1,,
0.0,0.0,0.0,100.0,9.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,biofunctional_and_enviromental_additives,4.0,no_additive,0.0,96.0,-54.3,,11.3,,
0.0,0.0,0.0,100.0,9.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,biofunctional_and_enviromental_additives,1.0,no_additive,0.0,99.0,-38.7,,14.3,,
0.0,0.0,0.0,100.0,9.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,biofunctional_and_enviromental_additives,2.0,no_additive,0.0,98.0,-40.8,,12.6,,
0.0,0.0,0.0,100.0,9.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,biofunctional_and_enviromental_additives,4.0,no_additive,0.0,96.0,-40.1,,12.9,,
0.0,0.0,0.0,100.0,2.0,0.0,37.3,0.0,60.7,0.0,0.0,0.0,0.0,0.0,536000.0,253000.0,2.12,no_additive,0.0,no_additive,0.0,100.0,-52.0,,,,
90.0,90.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,122000.0,,no_additive,0.0,no_additive,0.0,100.0,-0.3,112.9,21.4,126.3,139.7
90.0,90.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,122000.0,,reinforcment_and_stiffening_modifiers,2.5,no_additive,0.0,97.5,-0.2,113.6,24.3,127.25,140.9
90.0,90.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,122000.0,,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,95.0,-0.4,113.8,28.9,126.6,139.4
90.0,90.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,122000.0,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,90.0,-0.4,114.3,24.7,126.65,139.0
90.0,90.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,122000.0,,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,80.0,-0.3,113.4,24.8,126.25,139.1
0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469000.0,266000.0,1.76,no_additive,0.0,no_additive,0.0,100.0,-36.18,48.31,,48.31,48.31
0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225000.0,122000.0,1.84,no_additive,0.0,no_additive,0.0,100.0,-35.46,48.45,37.5,48.45,48.45
0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585000.0,283000.0,2.06,no_additive,0.0,no_additive,0.0,100.0,-34.51,49.46,,49.46,49.46
0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463000.0,210000.0,2.2,no_additive,0.0,no_additive,0.0,100.0,-35.81,39.21,,39.21,39.21
0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598000.0,264000.0,2.26,no_additive,0.0,no_additive,0.0,100.0,,47.99,,47.99,47.99
0.0,0.0,0.0,100.0,4.0,0.0,37.0,0.0,38.0,0.0,21.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,,52.7,,52.7,52.7
95.4,95.4,0.0,4.6,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,-50.0,79.8,,79.8,79.8
92.4,92.4,0.0,7.6000000000000005,1.4,0.0,4.1,0.0,1.2,0.0,0.9,0.0,0.0,0.0,195000.0,124000.0,1.58,no_additive,0.0,no_additive,0.0,100.0,-1.0,151.0,,151.0,151.0
81.6,81.6,0.0,18.4,2.2,0.0,11.8,0.0,2.5,0.0,1.9,0.0,0.0,0.0,157000.0,94000.0,1.67,no_additive,0.0,no_additive,0.0,100.0,-2.0,141.0,,141.0,141.0
73.3,73.3,0.0,26.7,3.4,0.0,20.8,0.0,2.5,0.0,,0.0,0.0,0.0,124000.0,81000.0,1.54,no_additive,0.0,no_additive,0.0,100.0,-3.0,139.0,,139.0,139.0
62.6,62.6,0.0,37.4,3.9,0.0,31.0,0.0,1.1,0.0,1.4,0.0,0.0,0.0,105000.0,76000.0,1.39,no_additive,0.0,no_additive,0.0,100.0,-6.0,138.0,,138.0,138.0
54.9,54.9,0.0,45.10000000000001,5.7,0.0,35.2,0.0,2.2,0.0,2.0,0.0,0.0,0.0,117000.0,75000.0,1.55,no_additive,0.0,no_additive,0.0,100.0,-7.0,134.0,,134.0,134.0
37.6,37.6,0.0,62.39999999999999,6.8,0.0,52.3,0.0,1.8,0.0,1.5,0.0,0.0,0.0,157000.0,100000.0,1.57,no_additive,0.0,no_additive,0.0,100.0,-24.0,,,,
93.37,93.37,0.0,6.63,1.44,0.0,4.48,0.0,0.49,0.0,0.22,0.0,0.0,0.0,343000.0,192000.0,1.8,no_additive,0.0,no_additive,0.0,100.0,-1.0,154.0,,154.0,154.0
89.0,89.0,0.0,11.1,1.84,0.0,8.48,0.0,0.45,0.0,0.23,0.0,0.0,0.0,315000.0,169000.0,1.9,no_additive,0.0,no_additive,0.0,100.0,-1.0,152.0,,152.0,152.0
85.17,85.17,0.0,14.83,2.86,0.0,10.99,0.0,0.67,0.0,0.31,0.0,0.0,0.0,285000.0,156000.0,1.8,no_additive,0.0,no_additive,0.0,100.0,-2.0,148.0,,148.0,148.0
80.23,80.23,0.0,19.77,4.02,0.0,14.58,0.0,0.85,0.0,0.32,0.0,0.0,0.0,272000.0,143000.0,1.9,no_additive,0.0,no_additive,0.0,100.0,-2.0,145.0,,145.0,145.0
71.41,71.41,0.0,28.59,5.58,0.0,21.52,0.0,1.01,0.0,0.48,0.0,0.0,0.0,238000.0,132000.0,1.8,no_additive,0.0,no_additive,0.0,100.0,-4.0,139.0,,139.0,139.0
82.19,82.19,0.0,17.81,3.21,0.0,12.87,0.0,1.21,0.0,0.52,0.0,0.0,0.0,152000.0,93000.0,1.6,no_additive,0.0,no_additive,0.0,100.0,-2.0,142.0,,142.0,142.0
75.21,75.21,0.0,24.79,4.63,0.0,17.87,0.0,1.51,0.0,0.78,0.0,0.0,0.0,122000.0,83000.0,1.5,no_additive,0.0,no_additive,0.0,100.0,-3.0,139.0,,139.0,139.0
62.31,62.31,0.0,37.69,5.09,0.0,30.1,0.0,1.79,0.0,0.71,0.0,0.0,0.0,117000.0,78000.0,1.5,no_additive,0.0,no_additive,0.0,100.0,-6.0,138.0,,138.0,138.0
56.35,56.35,0.0,43.65,6.07,0.0,34.92,0.0,1.99,0.0,0.67,0.0,0.0,0.0,111000.0,75000.0,1.5,no_additive,0.0,no_additive,0.0,100.0,-7.0,134.0,,134.0,134.0
39.38,39.38,0.0,60.62,7.89,0.0,49.87,0.0,2.02,0.0,0.84,0.0,0.0,0.0,103000.0,73000.0,1.4,no_additive,0.0,no_additive,0.0,100.0,-22.0,,,,
88.0,88.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,-5.2,171.6,,171.6,171.6
75.0,75.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,-5.9,169.1,,169.1,169.1
67.0,67.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,-7.2,168.0,,168.0,168.0
55.0,55.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,-33.5,,,,
37.0,37.0,0.0,63.0,7.8,0.0,25.9,0.0,21.7,0.0,10.6,0.0,1.2,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,-36.6,,,,
0.0,0.0,0.0,100.0,10.0,0.0,30.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,595000.0,499000.0,1.1923847695390781,no_additive,0.0,no_additive,0.0,100.0,-20.7,,,,
0.0,0.0,0.0,100.0,1.0,0.0,27.0,0.0,53.0,0.0,5.0,0.0,0.0,13.0,472500.0,225000.0,2.1,no_additive,0.0,no_additive,0.0,100.0,-44.0,46.0,,46.0,46.0
0.0,0.0,0.0,100.0,4.0,0.0,27.0,0.0,43.0,0.0,18.0,0.0,3.0,5.0,371790.0,153000.0,2.43,no_additive,0.0,no_additive,0.0,100.0,-44.0,43.0,,43.0,43.0
0.0,0.0,0.0,100.0,2.0,0.0,19.0,0.0,48.0,0.0,18.0,0.0,4.0,9.0,571380.0,178000.0,3.21,no_additive,0.0,no_additive,0.0,100.0,-43.0,44.0,,44.0,44.0
95.0,95.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,361111.1111111111,3.6,no_additive,0.0,no_additive,0.0,100.0,,,68.0,,
95.0,95.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,333333.3333333333,3.6,no_additive,0.0,no_additive,0.0,100.0,,,65.0,,
95.0,95.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,387096.77419354836,3.1,no_additive,0.0,no_additive,0.0,100.0,,,63.0,,
95.0,95.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000.0,255813.9534883721,4.3,no_additive,0.0,no_additive,0.0,100.0,,,61.0,,
95.0,95.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,302325.5813953488,4.3,no_additive,0.0,no_additive,0.0,100.0,,,70.0,,
88.0,88.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440000.0,210000.0,2.03,no_additive,0.0,no_additive,0.0,100.0,-1.22,96.23,,96.23,96.23
88.3,75.2,13.1,11.7,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944000.0,336000.0,2.81,no_additive,0.0,no_additive,0.0,100.0,-1.89,101.3,,101.3,101.3
86.89999999999999,66.1,20.8,13.1,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1267000.0,551000.0,2.3,no_additive,0.0,no_additive,0.0,100.0,-3.59,68.5,,68.5,68.5
79.8,67.2,12.6,20.2,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809000.0,366000.0,2.21,no_additive,0.0,no_additive,0.0,100.0,-6.35,58.2,,58.2,58.2
84.3,61.0,23.3,15.7,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740000.0,432000.0,1.84,no_additive,0.0,no_additive,0.0,100.0,-9.65,,,,
77.1,57.2,19.9,22.9,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750000.0,409000.0,2.09,no_additive,0.0,no_additive,0.0,100.0,-12.48,,,,
71.7,47.9,23.8,28.3,28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942000.0,451000.0,1.71,no_additive,0.0,no_additive,0.0,100.0,-5.14,54.2,,54.2,54.2
89.7,78.8,10.9,10.3,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,,,,,
89.6,72.8,16.8,10.4,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,,,,,
85.39999999999999,72.1,13.3,14.6,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,,,,,
80.9,55.2,25.7,19.1,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,,,,,
88.0,88.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440000.0,210000.0,2.03,no_additive,0.0,no_additive,0.0,100.0,-1.75,,,,
78.0,73.7,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666000.0,442000.0,1.5,no_additive,0.0,no_additive,0.0,100.0,-9.34,,,,
78.89999999999999,73.8,0.0,21.2,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615000.0,341000.0,1.8,no_additive,0.0,no_additive,0.0,100.0,-8.89,94.0,,94.0,94.0
80.5,73.9,0.0,19.5,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761000.0,554000.0,1.37,no_additive,0.0,no_additive,0.0,100.0,-7.62,,,,
81.39999999999999,73.8,0.0,18.6,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754000.0,529000.0,1.42,no_additive,0.0,no_additive,0.0,100.0,-11.7,,,,
82.4,73.9,0.0,17.6,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699000.0,493000.0,1.41,no_additive,0.0,no_additive,0.0,100.0,-9.2,,,,
86.2,86.2,0.0,13.8,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572849.9999999999,285000.0,2.01,no_additive,0.0,no_additive,0.0,100.0,1.1,110.7,,110.7,110.7
90.8,90.8,0.0,9.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604750.0,295000.0,2.05,no_additive,0.0,no_additive,0.0,100.0,2.5,130.3,,130.3,130.3
89.9,89.9,0.0,10.1,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731010.0,413000.0,1.77,no_additive,0.0,no_additive,0.0,100.0,4.4,125.9,,125.9,125.9
87.7,87.7,0.0,12.3,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767520.0,533000.0,1.44,no_additive,0.0,no_additive,0.0,100.0,4.7,118.5,,118.5,118.5
85.7,85.7,0.0,14.3,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578500.0,445000.0,1.3,no_additive,0.0,no_additive,0.0,100.0,3.5,111.0,,111.0,111.0
86.1,86.1,0.0,13.9,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368440.0,244000.0,1.51,no_additive,0.0,no_additive,0.0,100.0,3.3,106.9,,106.9,106.9
86.2,86.2,0.0,13.8,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242820.0,171000.0,1.42,no_additive,0.0,no_additive,0.0,100.0,3.0,109.4,,109.4,109.4
85.1,85.1,0.0,14.9,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176900.0,122000.0,1.45,no_additive,0.0,no_additive,0.0,100.0,3.0,107.5,,107.5,107.5
85.3,85.3,0.0,14.7,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154000.0,100000.0,1.54,no_additive,0.0,no_additive,0.0,100.0,2.9,107.0,,107.0,107.0
82.9,82.9,0.0,17.1,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131200.0,80000.0,1.64,no_additive,0.0,no_additive,0.0,100.0,2.8,105.6,,105.6,105.6
46.0,46.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154800.0,36000.0,4.3,no_additive,0.0,no_additive,0.0,100.0,-12.7,41.2,,41.2,41.2
49.5,49.5,0.0,50.5,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173400.0,34000.0,5.1,no_additive,0.0,no_additive,0.0,100.0,-12.8,44.4,,44.4,44.4
46.9,46.9,0.0,53.1,53.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30400.0,19000.0,1.6,no_additive,0.0,no_additive,0.0,100.0,-10.6,,,,
43.7,43.7,0.0,56.3,56.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73100.0,43000.0,1.7,no_additive,0.0,no_additive,0.0,100.0,-13.8,,,,
33.7,33.7,0.0,66.3,66.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71400.0,34000.0,2.1,no_additive,0.0,no_additive,0.0,100.0,-15.5,26.7,,26.7,26.7
64.8,64.8,0.0,35.2,35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37202.0,17800.0,2.09,no_additive,0.0,no_additive,0.0,100.0,-4.6,54.3,,85.25,116.2
70.2,70.2,0.0,29.8,29.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39330.0,19000.0,2.07,no_additive,0.0,no_additive,0.0,100.0,-2.2,117.9,,117.9,117.9
30.200000000000003,30.200000000000003,0.0,69.8,69.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37584.0,17400.0,2.16,no_additive,0.0,no_additive,0.0,100.0,-6.3,53.7,,53.7,53.7
75.2,75.2,0.0,24.8,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31752.0,16200.0,1.96,no_additive,0.0,no_additive,0.0,100.0,0.2,60.6,,84.95,109.3
80.5,80.5,0.0,19.5,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46031.0,19100.0,2.41,no_additive,0.0,no_additive,0.0,100.0,1.2,113.3,,113.3,113.3
19.299999999999997,19.299999999999997,0.0,80.7,80.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,-18.6,42.8,,42.8,42.8
0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,-30.1,51.0,,51.0,51.0
