scl_pha_ratio_mol,3hb_ratio_mol,3hv_ratio_mol,mcl_pha_ratio_mol,3hhx_ratio_mol,3hhp_ratio_mol,3ho_ratio_mol,3hn_ratio_mol,3hd_ratio_mol,3hud_ratio_mol,3hdd_ratio_mol,3htrid_ratio_mol,3httd_ratio_mol,unsaturated_monomer_ratio_mol,mw,mn,pdi,additive1_type,additive1_percentage_wt,additive2_type,additive2_percentage_wt,final_formulation_pha_percentage_wt,tg1,tm1,crystallinity_percentage,tm_mean,tm_max
0.0,0.0,0.0,100.0,0.0,0.0,6.08,0.0,35.32,0.0,58.6,0.0,0.0,0.0,264700.0,147400.0,1.7957937584803256,no_additive,0.0,no_additive,0.0,100.0,-42.42,47.93,,57.245000000000005,66.56
0.0,0.0,0.0,100.0,0.0,0.0,3.7,0.0,31.98,0.0,64.32,0.0,0.0,0.0,241400.0,135300.0,1.7841832963784183,no_additive,0.0,no_additive,0.0,100.0,-42.76,49.31,,58.335,67.36
0.0,0.0,0.0,100.0,0.0,0.0,2.99,0.0,28.34,0.0,68.67,0.0,0.0,0.0,467100.0,196300.0,2.379521141110545,no_additive,0.0,no_additive,0.0,100.0,-42.44,50.67,,59.78,68.89
97.3,97.3,0.0,2.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,-2.3,150.8,49.9,150.8,150.8
94.8,94.8,0.0,5.2,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,-2.9,142.0,48.5,142.0,142.0
94.1,94.1,0.0,5.9,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,-2.4,138.9,47.6,138.9,138.9
92.9,92.9,0.0,7.1,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,-2.1,133.5,45.4,133.5,133.5
92.1,92.1,0.0,7.9,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,-2.2,131.1,46.2,131.1,131.1
90.9,90.9,0.0,9.1,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,-3.4,116.4,45.1,116.4,116.4
89.2,89.2,0.0,10.8,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,-4.7,113.5,38.2,113.5,113.5
0.0,0.0,0.0,100.0,0.0,33.3,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,,52.6,6.1,52.6,52.6
1.9,0.0,1.9,98.1,4.1,24.7,9.8,54.3,5.2,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,,53.3,10.0,53.3,53.3
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,,87500.0,,no_additive,0.0,no_additive,0.0,100.0,-38.0,50.0,,66.0,82.0
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,,87500.0,,reinforcment_and_stiffening_modifiers,1.2,no_additive,0.0,98.8,-37.0,50.0,,66.0,82.0
100.0,88.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474000.0,193000.0,2.5,no_additive,0.0,no_additive,0.0,100.0,-1.3,157.0,53.4,163.0,169.0
0.0,0.0,0.0,100.0,0.0,0.0,41.6,0.0,35.9,0.0,22.5,0.0,0.0,0.0,140000.0,66000.0,2.1,no_additive,0.0,no_additive,0.0,100.0,-44.7,,,,
97.0,97.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,220000.0,,no_additive,0.0,no_additive,0.0,100.0,1.9,166.0,42.0,166.0,166.0
0.0,0.0,0.0,100.0,,0.0,86.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,reinforcment_and_stiffening_modifiers,50.0,no_additive,0.0,50.0,,,,,
0.0,0.0,0.0,100.0,,0.0,86.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,reinforcment_and_stiffening_modifiers,35.0,no_additive,0.0,65.0,,,,,
0.0,0.0,0.0,100.0,,0.0,86.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,80.0,,,,,
0.0,0.0,0.0,100.0,,0.0,86.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,90.0,,,,,
0.0,0.0,0.0,100.0,,0.0,86.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,,,,,
0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,-32.9,,37.5,,
0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224000.0,104000.0,2.2,no_additive,0.0,no_additive,0.0,100.0,-42.1,,,,
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,270000.0,111000.0,2.4,no_additive,0.0,no_additive,0.0,100.0,-39.8,57.7,,57.7,57.7
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,233000.0,76000.0,3.1,no_additive,0.0,no_additive,0.0,100.0,-61.6,,,,
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,65000.0,40000.0,1.6,no_additive,0.0,no_additive,0.0,100.0,,71.9,,71.9,71.9
0.0,0.0,0.0,100.1,1.7,0.0,14.7,0.0,27.3,0.0,32.8,0.0,23.6,0.0,111150.0,58500.0,1.9,no_additive,0.0,no_additive,0.0,100.0,-42.6,,43.9,57.1,57.1
0.0,0.0,0.0,100.0,0.9,0.0,10.5,0.0,26.3,0.0,34.7,0.0,27.6,0.0,120259.99999999999,85900.0,1.4,no_additive,0.0,no_additive,0.0,100.0,-42.7,39.8,45.2,51.949999999999996,64.1
0.0,0.0,0.0,100.0,0.9,0.0,12.9,0.0,30.1,0.0,33.8,0.0,22.2,0.0,114900.0,76600.0,1.5,no_additive,0.0,no_additive,0.0,100.0,-42.6,38.8,44.7,50.8,62.8
0.0,0.0,0.0,100.0,1.7,0.0,16.6,0.0,30.7,0.0,30.5,0.0,20.5,0.0,96960.0,60600.0,1.6,no_additive,0.0,no_additive,0.0,100.0,-43.2,38.7,42.2,51.0,63.3
0.0,0.0,0.0,100.0,2.1,0.0,15.7,0.0,28.0,0.0,34.0,0.0,20.2,0.0,56850.0,37900.0,1.5,no_additive,0.0,no_additive,0.0,100.0,-43.7,36.6,44.1,48.85,61.1
0.0,0.0,0.0,100.0,2.0,0.0,18.0,0.0,29.7,0.0,33.7,0.0,16.6,0.0,46620.0,33300.0,1.4,no_additive,0.0,no_additive,0.0,100.0,-42.5,35.7,43.6,47.900000000000006,60.1
0.0,0.0,0.0,99.99999999999999,2.7,0.0,22.1,0.0,32.8,0.0,33.1,0.0,9.3,0.0,43960.0,31400.0,1.4,no_additive,0.0,no_additive,0.0,100.0,-41.9,35.7,43.2,46.400000000000006,57.1
0.0,0.0,0.0,100.0,2.1,0.0,17.9,0.0,32.6,0.0,31.0,0.0,16.3,0.0,23100.0,16500.0,1.4,no_additive,0.0,no_additive,0.0,100.0,-40.1,,37.0,52.8,52.8
0.0,0.0,0.0,99.99999999999999,1.3,0.0,14.1,0.0,29.9,0.0,31.9,0.0,22.8,0.0,74700.0,41500.0,1.8,no_additive,0.0,no_additive,0.0,100.0,-41.0,37.0,45.0,50.8,64.6
0.0,0.0,0.0,100.0,0.4,0.0,6.2,0.0,22.2,0.0,31.0,0.0,40.2,0.0,89000.0,44500.0,2.0,no_additive,0.0,no_additive,0.0,100.0,-38.8,37.8,48.3,56.949999999999996,76.1
0.0,0.0,0.0,100.1,1.2,0.0,15.1,0.0,34.7,0.0,27.0,0.0,22.1,0.0,100500.0,67000.0,1.5,no_additive,0.0,no_additive,0.0,100.0,-42.5,37.5,46.5,52.75,68.0
0.0,0.0,0.0,100.10000000000001,1.6,0.0,17.7,0.0,36.6,0.0,25.0,0.0,19.2,0.0,79390.0,46700.0,1.7,no_additive,0.0,no_additive,0.0,100.0,-41.9,36.9,46.3,51.95,67.0
0.0,0.0,0.0,100.0,1.2,0.0,17.7,0.0,36.3,0.0,26.2,0.0,18.6,0.0,55950.0,37300.0,1.5,no_additive,0.0,no_additive,0.0,100.0,-40.9,35.3,44.1,48.7,62.1
0.0,0.0,0.0,100.0,1.7,0.0,20.4,0.0,38.5,0.0,23.9,0.0,15.5,0.0,31200.0,24000.0,1.3,no_additive,0.0,no_additive,0.0,100.0,-42.8,,42.6,59.6,59.6
0.0,0.0,0.0,99.99999999999999,0.3,0.0,7.7,0.0,30.4,0.0,34.8,0.0,26.8,0.0,60840.0,33800.0,1.8,no_additive,0.0,no_additive,0.0,100.0,-40.5,39.1,46.5,54.349999999999994,69.6
0.0,0.0,0.0,100.1,0.2,0.0,3.8,0.0,21.1,0.0,32.0,0.0,43.0,0.0,67800.0,33900.0,2.0,no_additive,0.0,no_additive,0.0,100.0,-43.7,40.2,50.0,57.050000000000004,73.9
0.0,0.0,0.0,100.10000000000001,0.9,0.0,11.6,0.0,35.9,0.0,34.5,0.0,17.2,0.0,70020.0,38900.0,1.8,no_additive,0.0,no_additive,0.0,100.0,-42.2,37.3,43.7,52.199999999999996,67.1
0.0,0.0,0.0,100.10000000000001,0.3,0.0,10.6,0.0,36.2,0.0,38.6,0.0,14.4,0.0,38560.0,24100.0,1.6,no_additive,0.0,no_additive,0.0,100.0,-41.1,36.5,,50.35,64.2
0.0,0.0,0.0,100.10000000000001,0.5,0.0,13.0,0.0,42.2,0.0,36.1,0.0,8.3,0.0,35190.0,20700.0,1.7,no_additive,0.0,no_additive,0.0,100.0,-42.5,,,63.1,63.1
0.0,0.0,0.0,100.0,1.0,0.0,22.0,0.0,68.0,0.0,5.0,0.0,4.0,0.0,777000.0,370000.0,2.1,reinforcment_and_stiffening_modifiers,48.0,no_additive,0.0,52.0,-48.0,52.0,,113.0,174.0
88.0,88.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226000.0,200000.0,1.13,no_additive,0.0,no_additive,0.0,100.0,-1.58,95.69,,95.69,95.69
0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455000.0,252000.0,1.81,no_additive,0.0,no_additive,0.0,100.0,-32.13,,,,
0.0,0.0,0.0,100.0,3.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180000.0,148000.0,1.22,no_additive,0.0,no_additive,0.0,100.0,-38.38,66.06,,66.06,66.06
88.0,88.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220000.0,202000.0,1.09,no_additive,0.0,no_additive,0.0,100.0,-1.0,151.0,,151.0,151.0
0.0,0.0,0.0,100.0,2.6,0.0,17.8,0.0,23.7,0.0,15.7,0.0,40.2,0.0,100000.0,80000.0,1.25,no_additive,0.0,no_additive,0.0,100.0,-44.0,53.0,,53.0,53.0
0.0,0.0,0.0,100.0,2.2,0.0,15.1,0.0,26.1,0.0,17.6,0.0,39.0,0.0,157000.0,108000.0,1.45,no_additive,0.0,no_additive,0.0,100.0,-43.0,65.0,,65.0,65.0
0.0,0.0,0.0,100.0,2.9,0.0,18.7,0.0,27.4,0.0,19.6,0.0,31.3,0.0,83000.0,46000.0,1.82,no_additive,0.0,no_additive,0.0,100.0,-40.0,58.1,,58.1,58.1
0.0,0.0,0.0,100.0,2.8,0.0,17.9,0.0,24.8,0.0,18.6,0.0,36.0,0.0,80000.0,44000.0,1.81,no_additive,0.0,no_additive,0.0,100.0,-42.0,59.5,,59.5,59.5
0.0,0.0,0.0,100.0,2.0,0.0,14.0,0.0,23.6,0.0,17.4,0.0,43.1,0.0,89000.0,56000.0,1.6,no_additive,0.0,no_additive,0.0,100.0,-40.0,65.9,,65.9,65.9
0.0,0.0,0.0,100.0,2.2,0.0,11.1,0.0,21.6,0.0,16.1,0.0,49.1,0.0,95000.0,67000.0,1.43,no_additive,0.0,no_additive,0.0,100.0,-40.0,66.8,,66.8,66.8
0.0,0.0,0.0,100.0,0.0,0.0,29.0,0.0,35.0,0.0,26.0,0.0,10.0,0.0,127700.0,78500.0,1.6,no_additive,0.0,no_additive,0.0,100.0,-39.0,19.0,5.3,38.0,57.0
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,316400.0,156400.0,2.0,no_additive,0.0,no_additive,0.0,100.0,,45.0,30.1,58.5,72.0
0.0,0.0,0.0,100.0,6.7,0.0,93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230000.0,160000.0,1.46,no_additive,0.0,no_additive,0.0,100.0,-37.8,61.0,,61.0,61.0
0.0,0.0,0.0,100.0,0.0,0.0,8.1,0.0,91.9,0.0,0.0,0.0,0.0,0.0,128000.0,104000.0,1.24,no_additive,0.0,no_additive,0.0,100.0,-42.0,69.4,,69.4,69.4
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,43.7,0.0,56.3,0.0,0.0,0.0,190000.0,125000.0,1.5,no_additive,0.0,no_additive,0.0,100.0,-43.0,74.9,,74.9,74.9
0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,-28.2,,,,
58.0,58.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202500.0,81000.0,2.5,no_additive,0.0,no_additive,0.0,100.0,-16.14,172.1,,172.1,172.1
79.0,79.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,-18.1,55.4,,55.4,55.4
0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,,93.19,,93.19,93.19
0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,nucleating_agent,1.0,no_additive,0.0,99.0,,93.19,,93.19,93.19
0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,nucleating_agent,3.0,no_additive,0.0,97.0,,93.58,,93.58,93.58
0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,nucleating_agent,5.0,no_additive,0.0,95.0,,93.97,,93.97,93.97
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196000.0,59393.9393939394,3.3,no_additive,0.0,no_additive,0.0,100.0,-41.21,51.03,,51.03,51.03
5.0,0.0,5.0,95.0,0.0,0.0,85.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,160000.0,,,no_additive,0.0,no_additive,0.0,100.0,-36.0,61.0,34.0,61.0,61.0
0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81900.0,63000.0,1.3,no_additive,0.0,no_additive,0.0,100.0,-47.1,,,,
0.0,0.0,0.0,100.0,3.1,0.0,96.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120000.0,75000.0,1.6,no_additive,0.0,no_additive,0.0,100.0,-42.9,60.7,61.0,60.7,60.7
0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,155200.0,97000.0,1.6,no_additive,0.0,no_additive,0.0,100.0,-42.7,60.2,60.0,60.2,60.2
0.0,0.0,0.0,100.0,0.0,0.0,0.4,0.0,99.6,0.0,0.0,0.0,0.0,0.0,145500.0,97000.0,1.5,no_additive,0.0,no_additive,0.0,100.0,-45.8,77.6,61.0,77.6,77.6
0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,142400.0,89000.0,1.6,no_additive,0.0,no_additive,0.0,100.0,-39.5,78.3,61.1,78.3,78.3
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.5,0.0,98.5,0.0,0.0,0.0,104000.0,52000.0,2.0,no_additive,0.0,no_additive,0.0,100.0,-49.3,82.4,60.5,82.4,82.4
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,99.7,0.0,0.0,60800.0,38000.0,1.6,no_additive,0.0,no_additive,0.0,100.0,-27.7,86.1,87.3,86.1,86.1
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.1,0.0,2.1,0.0,97.4,0.0,40500.0,27000.0,1.5,no_additive,0.0,no_additive,0.0,100.0,-42.9,81.9,80.4,81.9,81.9
0.0,0.0,0.0,100.0,0.0,0.0,0.3,0.0,99.7,0.0,0.0,0.0,0.0,0.0,137000.0,68500.0,2.0,no_additive,0.0,no_additive,0.0,100.0,-45.6,70.3,,70.3,70.3
95.0,95.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1518000.0,460000.0,3.3,no_additive,0.0,no_additive,0.0,100.0,-3.0,125.0,,134.0,143.0
95.0,95.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702000.0,270000.0,2.6,no_additive,0.0,no_additive,0.0,100.0,-2.0,127.0,,134.5,142.0
95.0,95.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170000.0,390000.0,3.0,no_additive,0.0,no_additive,0.0,100.0,-2.0,129.0,,138.0,147.0
95.0,95.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1365000.0,350000.0,3.9,no_additive,0.0,no_additive,0.0,100.0,-1.0,137.0,,145.5,154.0
95.0,95.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,924000.0,280000.0,3.3,no_additive,0.0,no_additive,0.0,100.0,-1.0,138.0,,146.5,155.0
0.0,0.0,0.0,100.0,0.0,30.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,232500.0,150000.0,1.55,no_additive,0.0,no_additive,0.0,100.0,-45.0,46.0,,46.0,46.0
0.0,0.0,0.0,100.0,0.0,19.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,232500.0,150000.0,1.55,no_additive,0.0,no_additive,0.0,100.0,,54.0,,54.0,54.0
0.0,0.0,0.0,100.0,0.0,14.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,232500.0,150000.0,1.55,no_additive,0.0,no_additive,0.0,100.0,-47.0,58.0,,58.0,58.0
0.0,0.0,0.0,100.0,0.0,11.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,232500.0,150000.0,1.55,no_additive,0.0,no_additive,0.0,100.0,,60.0,,60.0,60.0
0.0,0.0,0.0,100.0,0.0,5.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,232500.0,150000.0,1.55,no_additive,0.0,no_additive,0.0,100.0,-48.0,63.0,,63.0,63.0
0.0,0.0,0.0,100.0,12.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232500.0,150000.0,1.55,no_additive,0.0,no_additive,0.0,100.0,-40.0,54.0,,54.0,54.0
0.0,0.0,0.0,100.0,6.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232500.0,150000.0,1.55,no_additive,0.0,no_additive,0.0,100.0,,58.0,,58.0,58.0
0.0,0.0,0.0,100.0,4.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232500.0,150000.0,1.55,no_additive,0.0,no_additive,0.0,100.0,,61.0,,61.0,61.0
0.0,0.0,0.0,100.0,2.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232500.0,150000.0,1.55,no_additive,0.0,no_additive,0.0,100.0,-42.0,62.0,,62.0,62.0
3.0,3.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368000.0,160000.0,2.3,no_additive,0.0,no_additive,0.0,100.0,-44.0,42.0,,42.0,42.0
88.0,88.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488599.99999999994,349000.0,1.4,no_additive,0.0,no_additive,0.0,100.0,-13.0,106.0,,106.0,106.0
94.0,94.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1391500.0,605000.0,2.3,no_additive,0.0,no_additive,0.0,100.0,-8.0,133.0,,139.5,146.0
97.5,97.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231000.0,92400.0,2.5,no_additive,0.0,no_additive,0.0,100.0,,145.0,,151.5,158.0
96.0,96.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170000.0,77272.72727272726,2.2,no_additive,0.0,no_additive,0.0,100.0,,141.0,,147.5,154.0
95.4,95.4,0.0,4.6,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115000.0,54761.904761904756,2.1,no_additive,0.0,no_additive,0.0,100.0,,130.0,,135.5,141.0
94.6,94.6,0.0,5.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401000.0,174347.82608695654,2.3,no_additive,0.0,no_additive,0.0,100.0,,129.0,,136.0,143.0
94.1,94.1,0.0,5.9,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665000.0,229310.3448275862,2.9,no_additive,0.0,no_additive,0.0,100.0,,128.0,,134.0,140.0
93.7,93.7,0.0,6.3,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375000.0,150000.0,2.5,no_additive,0.0,no_additive,0.0,100.0,,126.0,,131.0,136.0
93.0,93.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548000.0,210769.23076923075,2.6,no_additive,0.0,no_additive,0.0,100.0,,125.0,,129.5,134.0
91.6,91.6,0.0,8.4,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427000.0,183261.8025751073,2.33,no_additive,0.0,no_additive,0.0,100.0,,119.0,,124.5,130.0
91.5,91.5,0.0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246000.0,106956.52173913045,2.3,no_additive,0.0,no_additive,0.0,100.0,,119.0,,125.0,131.0
91.5,91.5,0.0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366000.0,114375.0,3.2,no_additive,0.0,no_additive,0.0,100.0,,118.0,,123.5,129.0
90.5,90.5,0.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543000.0,155142.85714285713,3.5,no_additive,0.0,no_additive,0.0,100.0,,120.0,,124.0,128.0
81.0,81.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588000.0,319565.2173913043,1.84,no_additive,0.0,no_additive,0.0,100.0,,,,,
74.0,74.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259000.0,114601.76991150444,2.26,no_additive,0.0,no_additive,0.0,100.0,,,,,
68.0,68.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437000.0,245505.61797752808,1.78,no_additive,0.0,no_additive,0.0,100.0,,,,,
65.0,65.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376000.0,229268.29268292684,1.64,no_additive,0.0,no_additive,0.0,100.0,,,,,
90.8,83.1,7.7,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,-13.5,117.0,,117.0,117.0
50.9,4.4,46.5,49.1,0.0,49.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,-26.4,,,,
79.4,60.9,18.5,20.6,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,,,,,
86.0,72.9,13.1,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370000.0,127000.0,2.9,no_additive,0.0,no_additive,0.0,100.0,-7.3,,,,
82.19999999999999,69.1,13.1,17.8,0.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,,,,,
89.3,77.0,12.3,10.7,0.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no_additive,0.0,no_additive,0.0,100.0,,,,,
84.2,71.5,12.7,15.8,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450000.0,52000.0,8.7,no_additive,0.0,no_additive,0.0,100.0,-23.6,170.6,,170.6,170.6
95.0,95.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190000.0,100000.0,1.9,no_additive,0.0,no_additive,0.0,100.0,0.0,151.0,42.0,151.0,151.0
90.0,90.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304000.0,116923.07692307692,2.6,no_additive,0.0,no_additive,0.0,100.0,-1.0,127.0,34.0,127.0,127.0
85.0,85.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792000.0,214054.05405405405,3.7,no_additive,0.0,no_additive,0.0,100.0,0.0,115.0,26.0,115.0,115.0
83.0,83.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1122000.0,509999.99999999994,2.2,no_additive,0.0,no_additive,0.0,100.0,-2.0,120.0,26.0,120.0,120.0
81.0,81.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332000.0,40000.0,8.3,no_additive,0.0,no_additive,0.0,100.0,-4.0,111.0,22.0,111.0,111.0
75.0,75.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742000.0,212000.0,3.5,no_additive,0.0,no_additive,0.0,100.0,-4.0,52.0,18.0,52.0,52.0
44.0,44.0,0.0,53.0,5.0,0.0,21.0,0.0,25.0,0.0,2.0,0.0,0.0,0.0,176000.0,40000.0,4.4,no_additive,0.0,no_additive,0.0,100.0,-43.0,,,,
0.0,0.0,0.0,100.0,14.9,0.0,51.6,0.0,26.0,0.0,7.5,0.0,0.0,0.0,100000.0,80000.0,1.25,no_additive,0.0,no_additive,0.0,100.0,-44.0,53.0,,53.0,53.0
0.0,0.0,0.0,100.0,4.4,0.0,31.9,0.0,28.0,0.0,35.7,0.0,0.0,0.0,134000.0,95000.0,1.41,no_additive,0.0,no_additive,0.0,100.0,-45.0,58.0,,58.0,58.0
